White,Black,Score
520,8482,1
522,7421,1
534,3518,0.5
534,6778,0
537,1272,1
537,6760,0.5
538,5055,1
538,8490,0
540,5623,0
540,5865,0
545,1740,0
545,2841,0.5
545,3184,0.5
545,6543,0.5
552,7426,0.5
552,7692,0.5
555,3648,0
573,7261,0
575,3020,0.5
584,6255,0
591,2011,1
591,5623,0.5
596,1116,0
596,8544,1
598,1970,1
614,5477,1
614,8465,0.5
625,7000,0.5
628,359,0.5
628,5616,1
628,7235,0
634,5866,0
638,1098,0
638,4911,1
639,109,1
658,1313,1
658,1906,1
658,2033,1
658,3648,0.5
658,6738,1
661,7814,0.5
664,1248,0
664,1964,0.5
664,5333,0.5
675,7526,1
677,2264,0.5
681,7189,0
690,3017,1
690,4792,1
698,5107,0.5
698,7085,1
698,7603,1
698,7879,0.5
698,8619,0.5
700,5237,1
715,196,1
720,5011,0.5
720,7633,0
727,1915,0
727,4534,0
730,3386,0
733,4442,1
739,1663,0.5
739,4678,0.5
743,2126,0
743,6251,1
748,1972,1
748,3614,0.5
759,8624,0
765,856,0.5
766,495,1
766,2551,0
766,2551,0.5
766,3567,1
766,3752,1
766,4289,0.5
779,7962,0.5
786,6923,1
790,2502,0.5
791,998,0.5
791,3590,0.5
791,5342,1
791,7992,1
791,8324,1
793,2105,0.5
793,6586,0.5
793,6803,0.5
803,4258,0.5
811,672,0
823,1749,0.5
823,3297,0.5
825,1004,1
825,1493,1
825,6392,0.5
825,8344,0.5
827,1213,1
827,5930,0
829,2556,0.5
829,2771,0
838,1631,0.5
838,7115,1
841,2462,0
856,6794,1
867,1112,0
867,8210,0
876,256,1
876,295,1
876,1888,0
876,6018,1
886,7618,0.5
895,6167,0.5
895,7533,0.5
903,4589,0.5
918,1112,0.5
918,4931,0.5
918,5050,0
918,6691,1
918,8044,0
928,4814,0
928,6709,0
928,8586,1
936,436,0
939,1067,1
939,7761,0.5
943,4700,1
943,6208,1
955,6658,0.5
955,7159,0
956,3877,1
956,7482,0
963,8284,1
964,8364,0.5
975,5333,0.5
975,6038,0.5
975,6059,0.5
979,2341,1
986,3588,0
990,825,0.5
990,1493,1
990,2594,1
990,6752,0
1004,990,1
1004,1493,0
1004,5802,1
1004,6392,0
1004,8344,1
1023,494,0
1045,5086,0.5
1049,4889,0
1054,537,0.5
1056,5443,1
1065,4354,1
1065,6824,1
1081,2500,0.5
1081,4536,1
1087,334,1
1087,1756,1
1087,3769,0
1087,6693,0.5
1089,540,0.5
1095,1404,1
1095,1670,1
1095,2064,0.5
1095,5463,0.5
1098,125,1
1098,658,0
1098,3965,0.5
1099,3293,1
1111,4162,0.5
1112,2339,0.5
1116,1548,0.5
1117,6450,0.5
1124,6237,0.5
1124,7412,0.5
1124,8324,0.5
1125,4387,0.5
1126,349,0.5
1126,2362,0.5
1126,3523,0.5
1130,8586,0.5
1132,4370,0.5
1139,672,0.5
1139,6658,1
1139,8544,0
1158,3965,0
1158,5224,1
1161,742,0.5
1161,2542,0.5
1169,3433,0.5
1169,5999,0.5
1169,7067,1
1177,3187,0
1186,3877,0
1186,6099,0
1198,5056,0.5
1202,7,0
1202,171,1
1202,625,0
1202,6790,0
1209,6319,0
1209,7159,0
1209,8396,0
1213,4766,0.5
1214,275,0.5
1214,1713,0.5
1214,6798,1
1214,8403,0.5
1217,7278,0
1226,1388,0.5
1230,4898,0.5
1230,5327,0.5
1234,1327,1
1248,975,0.5
1248,1773,1
1248,5470,0.5
1253,6167,1
1253,7533,1
1253,7863,1
1266,2608,1
1272,7425,0.5
1273,998,0.5
1278,4063,0
1285,5777,1
1290,5875,0.5
1293,3175,1
1302,6,0
1302,5676,1
1305,6594,1
1313,436,1
1321,1903,1
1333,2257,0.5
1340,3965,0
1357,275,1
1357,1214,1
1357,3538,1
1357,7885,1
1372,7571,0
1373,1321,0.5
1373,3443,0.5
1388,700,1
1388,1471,0.5
1388,5099,1
1388,6131,0.5
1392,552,0
1392,7046,0.5
1392,7692,0.5
1397,2059,1
1397,6015,1
1401,1499,0
1401,3468,0.5
1404,653,1
1412,143,0
1419,7566,1
1420,1915,1
1420,4534,1
1420,6434,1
1438,4249,0.5
1438,6177,0
1452,733,0
1458,2304,0
1460,2907,0.5
1460,7984,1
1469,545,0.5
1469,2841,1
1469,6543,0.5
1469,8447,0.5
1471,2699,0
1471,5237,0
1471,7069,0
1471,7482,0
1493,990,1
1493,1004,0.5
1493,6392,1
1493,6392,1
1493,6752,0
1500,1045,0
1500,4359,0.5
1500,5209,0.5
1511,2678,0
1511,3915,0
1511,6784,0.5
1517,7193,0.5
1518,5616,0
1519,8068,0.5
1522,36,1
1522,3310,0.5
1522,5171,0.5
1523,2620,0
1532,5625,1
1536,1573,0
1536,8107,1
1539,4709,1
1539,7939,0
1543,3895,1
1548,2728,1
1548,5661,1
1548,5870,1
1548,6729,1
1549,2940,0
1569,1502,0
1574,3110,0
1578,1169,0
1584,2576,0
1585,243,1
1585,3849,0.5
1591,1996,1
1594,158,0.5
1594,2986,0.5
1594,3887,0
1607,481,0
1607,4982,0.5
1613,4791,0.5
1613,5778,1
1615,3433,1
1615,7914,0.5
1621,1936,1
1621,5675,0
1626,1182,0.5
1631,7115,0
1635,1469,0
1635,2841,0.5
1635,6543,1
1644,3370,0.5
1657,437,0.5
1657,1373,0.5
1657,3756,0.5
1663,2551,0.5
1663,3567,0.5
1663,4195,0
1663,4289,0
1678,1996,1
1678,4121,0
1678,4916,0.5
1690,5958,0.5
1693,1452,1
1693,4911,0
1696,80,0
1713,1357,0.5
1713,3047,0
1713,3538,0
1713,7885,0
1735,4304,1
1740,3891,0.5
1749,3297,1
1749,4015,0.5
1752,2027,0.5
1752,2136,1
1762,3254,0.5
1762,6388,0
1770,598,0.5
1770,715,0.5
1773,316,1
1773,664,1
1773,5333,1
1773,6038,0.5
1773,6059,1
1778,3057,0
1799,2477,1
1805,2548,0.5
1811,5442,0
1811,5590,0.5
1836,1536,0.5
1836,8107,0.5
1840,5068,0
1840,5847,1
1840,6882,1
1842,754,0.5
1842,3357,0.5
1842,4018,0.5
1846,7976,0.5
1856,4241,0
1856,5839,1
1860,1884,0.5
1860,4037,1
1863,2238,1
1863,3377,0.5
1863,5995,1
1866,389,0.5
1866,943,0.5
1870,4249,0.5
1870,4300,1
1870,6177,0.5
1884,391,0.5
1884,4037,0.5
1884,4862,0.5
1884,6946,0.5
1884,8190,1
1888,256,0.5
1888,6324,0
1900,3612,0
1903,4216,1
1903,6208,0.5
1915,1917,0
1915,4534,0
1915,6434,0
1917,727,1
1917,1420,0.5
1917,4279,0
1918,6888,0.5
1935,3993,0.5
1941,1863,1
1954,4585,0
1954,5737,0.5
1957,6576,0.5
1957,6903,1
1960,625,0.5
1960,1202,0.5
1960,2878,0.5
1960,5495,1
1961,7746,0
1964,733,0
1964,975,0.5
1964,1248,1
1964,5333,0.5
1966,5898,1
1970,1770,0.5
1970,3544,1
1970,8561,0.5
1972,247,0.5
1972,2145,1
1972,3501,0.5
1973,6356,0
1984,103,0.5
1986,1458,1
1986,1523,1
1991,433,0
1991,7716,1
1994,35,0.5
1994,4056,1
1994,7665,0.5
1994,8167,1
1996,2717,0.5
1996,6212,0.5
1999,6506,0.5
2011,1089,0
2011,5865,0.5
2015,4240,0
2018,6793,0
2027,3555,0.5
2032,56,0.5
2032,8263,0.5
2033,2297,1
2033,3678,0
2035,3849,0.5
2042,1961,0.5
2057,6129,1
2059,1124,0
2071,886,0.5
2073,2319,1
2073,2609,0.5
2084,5012,0.5
2084,7094,1
2084,8561,0.5
2085,3531,1
2093,3457,0.5
2095,6304,1
2098,538,0.5
2098,2359,0.5
2105,7751,0.5
2106,3115,0.5
2106,6177,1
2107,5119,0
2109,5311,0
2110,654,0.5
2110,3012,1
2117,7252,0.5
2123,928,0
2123,5122,1
2123,8527,0.5
2126,4837,1
2126,5623,0
2133,564,1
2134,275,1
2134,3435,0.5
2140,144,1
2142,6819,1
2143,5367,0.5
2145,346,1
2145,2279,0
2145,4649,0.5
2145,8577,0.5
2148,2606,0.5
2148,6819,1
2150,5388,0
2175,2793,0
2175,2915,0.5
2175,6776,1
2179,4031,0.5
2180,1549,0.5
2180,3442,1
2205,1302,0
2205,3025,1
2205,5440,0.5
2207,3468,1
2207,4508,1
2230,5671,0.5
2238,4694,0.5
2247,2422,1
2250,3152,1
2250,7900,0.5
2250,8561,0.5
2252,358,1
2252,501,0.5
2252,4960,0.5
2266,766,0
2266,2551,0
2266,4195,0.5
2266,4289,0.5
2275,5244,0
2279,4649,0.5
2279,5356,0.5
2283,8477,1
2291,502,0
2291,537,0
2291,1856,0
2297,4318,0
2297,7745,1
2304,1290,0
2304,1986,0
2318,6251,0
2319,4035,0.5
2319,7763,0
2327,1863,0.5
2327,3377,0
2329,1961,1
2329,7746,0.5
2339,867,1
2339,918,1
2341,3350,0
2350,6328,1
2356,6888,0
2362,3523,1
2362,4628,0.5
2362,5091,1
2362,7490,1
2362,7719,1
2362,7719,1
2363,2679,0.5
2392,3455,0.5
2401,3126,0.5
2409,1584,0.5
2409,6833,1
2409,7831,1
2437,575,0
2442,5614,0.5
2442,5983,1
2452,3475,0
2452,5586,0
2462,1435,1
2462,4080,1
2472,4699,1
2472,6237,1
2472,7168,0.5
2472,7321,1
2481,6046,1
2483,391,0
2483,1860,1
2483,1884,0
2483,4955,0.5
2483,5082,0
2492,4256,0
2493,8077,0.5
2502,346,1
2502,1125,1
2509,1518,1
2509,1806,1
2509,3228,1
2518,1511,1
2518,3734,1
2518,5115,0.5
2525,3465,1
2546,6319,1
2546,8499,0
2548,1230,0.5
2551,495,1
2551,3752,0.5
2555,8152,0.5
2556,359,1
2556,5433,0.5
2556,7819,0.5
2568,3270,1
2579,34,0
2579,720,0
2579,2027,0
2579,4684,0.5
2579,7538,1
2594,1004,0
2594,1493,0.5
2594,6392,0.5
2603,766,1
2603,2551,0.5
2603,3685,0.5
2603,5408,0
2603,6099,0
2609,1964,0
2609,2319,0
2609,5580,0.5
2609,6778,0
2613,5810,1
2613,7458,1
2632,3518,1
2632,5347,0
2632,7286,0
2637,4838,1
2639,4025,1
2639,7635,0.5
2641,766,0
2641,2266,0.5
2641,4195,0
2641,7464,0.5
2658,3717,0
2665,6026,0.5
2672,1519,0.5
2676,5190,0
2678,2518,0
2678,3734,0
2678,6784,0.5
2689,2548,1
2692,5683,0
2692,6345,0.5
2696,1840,1
2696,5847,0.5
2699,700,0.5
2699,1388,0.5
2699,7482,1
2700,2027,0.5
2704,3277,0.5
2707,8618,0.5
2716,1874,0.5
2717,2835,0
2717,3590,0
2728,1116,0
2728,5870,0
2728,6447,0
2728,6599,0
2731,143,0.5
2731,5260,1
2731,7976,1
2734,2401,1
2739,7504,0.5
2739,8218,0.5
2742,1087,0.5
2742,3274,1
2742,7870,1
2761,4117,0
2771,4545,0.5
2771,4959,1
2771,7235,0
2783,256,0
2783,876,0
2783,6324,0.5
2783,6834,0
2793,2731,1
2813,8204,0.5
2828,331,0
2828,584,1
2830,6780,1
2835,998,0.5
2835,1124,0.5
2835,5050,0
2835,8324,0.5
2836,698,0
2836,4160,0
2836,7085,1
2836,7603,0.5
2841,7312,0.5
2845,6701,0
2845,7805,0.5
2861,2492,0
2866,5368,1
2878,5050,0.5
2878,8324,0.5
2896,2866,0.5
2896,4645,0
2896,6639,0.5
2897,6343,0.5
2899,4434,1
2907,1238,1
2907,4700,0.5
2908,3540,0.5
2908,7390,0
2910,5172,0.5
2910,8561,0.5
2934,552,0
2934,1392,0.5
2934,7046,0
2940,1368,0
2956,413,1
2956,876,1
2956,1888,1
2956,2783,1
2956,6018,0
2968,3627,0
2980,2150,0
2980,5001,0.5
2986,158,0
2986,3344,0.5
2986,5342,0
2986,7715,0.5
3000,2739,0.5
3000,7344,0.5
3010,3322,0
3018,5204,0.5
3020,3444,0.5
3020,5368,1
3025,5440,1
3031,1863,0.5
3034,313,0
3034,7351,0.5
3041,7189,0
3047,1214,1
3047,3435,1
3047,6798,0.5
3047,8403,0.5
3053,1049,0.5
3053,4889,0
3057,5914,0.5
3057,7505,1
3076,193,0.5
3076,596,1
3076,658,0.5
3081,4524,0.5
3083,6992,0.5
3084,1650,0.5
3093,5705,1
3094,320,0.5
3095,2359,1
3095,6135,0.5
3115,1870,1
3115,6113,0
3119,7514,0
3128,5620,1
3132,1657,0
3132,6096,0.5
3142,1954,0.5
3142,5157,0
3142,5737,0
3148,5578,0.5
3152,7777,0.5
3164,3601,1
3164,4170,0
3184,1635,0.5
3184,5191,0.5
3184,6543,0.5
3187,6129,0.5
3207,5016,1
3216,1333,0.5
3219,2502,0
3223,7261,0
3228,1806,1
3228,2771,0
3233,6090,0
3244,2692,0.5
3244,3948,0.5
3255,481,0
3259,1198,0
3273,5898,0
3274,334,0.5
3274,1756,1
3274,7870,0.5
3277,5878,0
3278,5905,1
3293,2247,0.5
3293,3648,0
3293,7189,0.5
3297,349,0
3297,8617,1
3320,3122,0
3320,6166,0
3322,3364,1
3326,2813,1
3326,7345,0.5
3326,8433,0.5
3328,3293,0
3328,7141,0
3338,7870,0.5
3344,158,0.5
3344,1594,1
3344,5342,0.5
3344,7616,1
3350,979,0.5
3359,8078,1
3360,2704,0.5
3377,8177,0.5
3404,1095,0.5
3404,5463,0.5
3408,3057,0
3408,5663,0.5
3409,4895,1
3420,531,1
3429,2615,1
3433,1752,0.5
3435,8403,0
3442,2777,1
3442,7708,0
3443,4700,1
3443,6339,1
3444,2437,0.5
3444,4790,0.5
3444,7198,0.5
3446,4676,0.5
3446,7510,0.5
3449,6364,0
3449,7262,0
3449,7927,1
3455,3095,0.5
3457,2093,0
3470,247,0.5
3470,1574,0.5
3470,1972,1
3470,3110,0.5
3470,8577,0.5
3472,437,0
3472,4026,1
3476,6224,0.5
3478,2278,0.5
3496,3784,0
3498,5542,0.5
3498,8524,0.5
3500,171,0
3500,625,0.5
3500,1202,0
3500,1591,0
3500,6073,0.5
3501,1740,0
3518,1397,0
3518,4318,1
3523,1126,0
3523,1749,1
3523,4015,0.5
3523,6937,0.5
3523,7719,0.5
3536,2692,0.5
3536,6345,0.5
3538,275,1
3538,1214,1
3538,3047,0.5
3538,7885,1
3538,8403,0.5
3555,8084,0
3564,1863,1
3564,1941,0.5
3564,8177,0.5
3567,2551,0
3567,2641,1
3582,595,0.5
3582,716,0.5
3590,520,1
3590,7943,0
3590,7992,1
3593,538,0.5
3593,2098,1
3609,6729,1
3612,1346,1
3612,8061,1
3614,3834,1
3636,1111,0
3636,8048,0
3643,4072,0.5
3648,3411,1
3648,5075,0.5
3665,2866,0
3678,8337,1
3685,956,0
3685,6744,0.5
3685,7482,0
3685,7919,0.5
3685,7919,0.5
3685,8233,1
3687,7003,1
3687,7819,1
3689,1964,0
3689,2632,0
3698,1954,1
3698,4524,0.5
3703,6601,1
3705,3386,1
3717,2568,1
3722,8363,0.5
3734,1511,1
3734,5115,1
3734,6784,1
3752,2603,0.5
3756,1238,1
3756,1903,0.5
3769,2291,1
3783,8192,0
3784,2908,0.5
3834,1340,0.5
3834,7189,0
3834,8337,0
3849,5574,1
3849,6272,1
3858,903,0.5
3863,2896,0
3863,3744,0
3866,2609,0.5
3877,6099,0.5
3877,6951,0
3877,7919,0.5
3887,2986,1
3887,3344,0.5
3887,4194,0.5
3887,5342,1
3892,6960,0.5
3894,6450,0
3900,1390,0.5
3902,5973,0
3902,8343,0.5
3909,690,0.5
3909,3017,0.5
3915,2518,1
3915,2678,1
3915,7887,1
3930,5433,0
3948,2692,1
3948,5683,1
3954,3472,1
3954,4026,0.5
3954,5197,0.5
3964,2274,1
3965,941,0
3965,4911,0
3965,5347,0.5
3965,6803,1
3968,8048,0.5
3968,8389,0.5
3977,7242,0
3982,7364,0.5
3985,75,1
3985,727,1
3985,1420,0
3985,4279,0
3991,2095,0.5
4015,5091,0.5
4018,1462,0
4019,2462,1
4025,2639,0.5
4026,1500,0
4031,1460,0
4034,2437,1
4034,7198,0.5
4035,2073,0.5
4035,2609,0
4035,5401,0.5
4037,226,0.5
4037,2483,1
4037,4955,0.5
4037,8190,1
4054,1456,0.5
4057,2910,0.5
4057,3544,0.5
4057,8465,0.5
4063,4074,0.5
4064,1615,0.5
4064,5011,0
4072,5012,1
4074,1462,1
4074,7776,1
4117,3717,0
4121,7321,1
4123,3606,1
4125,7034,1
4144,5224,0.5
4144,6506,0.5
4155,6167,0.5
4155,7533,1
4159,3501,0.5
4160,6391,0
4162,3968,0.5
4162,7665,1
4162,8167,1
4165,3433,0.5
4165,7255,0.5
4166,5580,0
4170,5661,0
4170,5870,0.5
4170,5958,0
4170,7872,0
4176,7833,1
4193,5822,0.5
4193,6590,1
4194,158,0.5
4194,3344,0
4194,5342,1
4195,4289,0.5
4195,7464,0
4203,1452,0
4203,2632,0.5
4206,7141,0
4216,1866,1
4216,7709,0.5
4222,7566,1
4225,2409,0
4238,748,0.5
4238,5531,0.5
4238,8547,1
4249,2106,1
4251,7962,1
4256,7635,0
4261,4982,0.5
4262,8602,0.5
4273,3012,1
4274,5357,0.5
4279,1420,1
4279,1915,1
4279,4534,1
4279,8540,1
4289,2551,0
4289,2641,0
4300,1438,0.5
4304,8555,1
4318,5627,0.5
4330,1879,0.5
4334,1305,0
4335,1226,0.5
4335,5859,1
4343,690,0
4343,3982,0
4349,5906,1
4352,6531,1
4354,3122,0.5
4354,6824,1
4354,7554,0
4359,3954,1
4370,196,1
4370,4057,0
4383,3076,0
4383,7286,0
4384,3184,0
4387,790,1
4387,5191,0
4394,436,0
4394,1426,0.5
4394,4352,0.5
4394,7684,1
4397,125,0.5
4397,4274,0
4411,6428,1
4428,3703,1
4431,7833,0
4432,2042,0.5
4432,3255,0.5
4432,6776,0
4448,4684,0.5
4448,7921,0.5
4457,2350,0
4461,6843,1
4462,1290,1
4465,2739,0
4465,6018,0
4465,7504,1
4480,6343,0
4484,392,0.5
4484,2442,1
4484,5534,0
4484,5983,0
4496,7939,0
4496,8315,0
4501,2613,0
4506,10,1
4506,742,0.5
4506,1161,0
4523,106,1
4523,2058,1
4523,2904,0.5
4524,1954,0
4524,3142,0.5
4524,5157,1
4524,6131,1
4532,1099,1
4532,8477,1
4534,1917,0
4534,3985,0.5
4534,6434,0
4534,8540,0
4536,2665,1
4536,6026,1
4536,7799,1
4545,3228,1
4545,7003,1
4546,4720,0.5
4556,4074,0
4556,6835,0.5
4560,436,0
4560,3364,1
4562,998,1
4562,1273,0
4562,6828,0
4573,6852,1
4585,3698,0.5
4585,4524,1
4596,3816,0.5
4616,4155,0.5
4616,7533,1
4616,7863,1
4618,5463,0.5
4628,1749,0.5
4628,4015,0.5
4628,5091,0.5
4636,6723,0
4641,4101,1
4641,6760,1
4645,6639,0.5
4649,1972,0.5
4649,3470,0.5
4649,5356,0
4658,5016,0.5
4658,7608,0
4664,5128,1
4676,3184,0
4678,1044,1
4678,1663,0
4684,4064,0.5
4684,5011,0.5
4684,7633,0
4693,1107,1
4693,3444,0.5
4694,501,0.5
4694,4617,1
4694,6586,0.5
4696,4847,0.5
4699,7,0
4699,3500,0.5
4700,389,1
4700,6208,0
4713,2185,0
4718,3273,0
4720,7530,0
4731,5489,0.5
4735,545,0.5
4735,2841,0
4766,827,0.5
4766,6621,0.5
4786,1730,0.5
4786,1964,0
4786,5280,0.5
4790,8362,1
4791,5826,1
4792,304,1
4792,3017,0.5
4792,7364,0
4814,2123,0.5
4814,8527,0
4837,5623,0
4842,6594,1
4850,6691,0.5
4851,7252,0
4862,1860,1
4862,5082,1
4866,1966,1
4866,3273,0.5
4870,5153,0.5
4870,5514,1
4883,6693,0.5
4887,1327,0
4889,6111,1
4889,7808,1
4898,7351,1
4898,8384,1
4904,4387,0
4908,193,0
4911,1340,1
4911,2033,0
4926,3183,1
4950,341,0.5
4950,2845,0
4950,6434,0.5
4950,7805,0
4955,1860,0.5
4955,1884,0.5
4955,5082,0.5
4955,6946,1
4959,2556,1
4960,519,1
4960,1863,0.5
4960,7751,1
4981,829,0.5
4981,4545,0.5
4981,4959,1
4981,5433,0.5
4981,7819,1
4982,143,0
4990,2057,1
4991,109,1
4997,8361,0.5
5002,2264,1
5002,4125,1
5002,5274,0.5
5002,5578,1
5004,1302,0.5
5004,5440,1
5011,6686,1
5011,7550,0.5
5012,614,0.5
5023,1195,1
5050,1678,1
5050,2717,1
5050,3590,0.5
5056,281,1
5068,2696,0.5
5070,5598,0
5075,5736,1
5079,2576,0
5079,7514,1
5082,1860,0.5
5082,1884,1
5082,4037,1
5086,8320,0.5
5089,5283,1
5091,7490,0.5
5098,705,1
5098,3694,0.5
5107,2836,1
5115,1511,1
5115,6784,0.5
5116,2632,0
5119,4676,0.5
5122,928,0
5122,8586,1
5136,4960,1
5140,1045,1
5140,6339,0.5
5140,7709,0.5
5153,5680,0.5
5157,3698,1
5171,3310,1
5171,5270,0.5
5172,715,0.5
5172,8465,0.5
5190,2606,1
5190,5675,0.5
5191,790,1
5191,1125,0.5
5191,2042,0
5191,2329,1
5191,2502,0.5
5191,5492,1
5191,7118,0.5
5197,1500,0.5
5197,4359,0
5197,6078,0.5
5208,5119,1
5209,5086,1
5209,5197,1
5209,6339,0
5216,349,0
5216,6883,0.5
5224,596,0.5
5224,2103,0.5
5224,4144,0
5224,6233,1
5232,7094,0.5
5235,1626,0.5
5235,7736,0.5
5237,1388,0.5
5237,2699,0.5
5254,6015,1
5255,56,0
5266,6343,0
5270,1522,1
5270,8210,0.5
5274,7242,1
5280,1730,0.5
5311,2632,1
5311,3689,0.5
5319,4596,0
5319,7661,0
5327,2689,0.5
5333,316,1
5333,1248,1
5333,6059,1
5342,158,0.5
5342,1594,0.5
5342,5697,1
5342,7616,0
5342,7715,0.5
5342,8287,0.5
5347,4908,1
5356,247,0.5
5356,1972,1
5356,2145,1
5356,3470,0.5
5356,6583,0
5368,7198,0
5378,4709,0
5388,2980,1
5388,5001,0.5
5388,8506,1
5401,2073,0.5
5401,2319,0.5
5401,7763,0.5
5408,495,0
5408,766,1
5408,2551,0
5421,5127,1
5433,7819,0.5
5436,29,1
5436,4641,1
5440,6,1
5440,1302,0
5440,5676,0.5
5440,7698,0
5450,249,1
5463,5851,1
5470,6059,1
5477,8177,0.5
5480,4123,0.5
5491,661,0.5
5491,7814,0.5
5531,8218,1
5534,187,0.5
5534,5614,0.5
5534,7650,1
5542,7376,0.5
5552,2555,0.5
5552,8152,0.5
5552,8553,1
5574,2035,0.5
5578,2707,1
5578,7242,0
5580,2073,0.5
5580,4035,0.5
5580,5401,0.5
5580,7986,0
5580,8016,0.5
5590,5627,0
5593,5191,0
5598,6602,0.5
5602,7556,1
5614,187,0.5
5614,392,0.5
5614,4484,0.5
5614,7650,0.5
5615,3968,0
5618,2823,0.5
5618,2859,0.5
5623,184,1
5623,1089,0.5
5623,8256,1
5625,3891,0.5
5627,1906,0.5
5654,2007,1
5654,6558,0.5
5661,1209,0
5661,1690,0.5
5661,8544,0
5663,1778,0.5
5663,3057,0.5
5663,6063,0.5
5671,4033,0.5
5674,6305,0
5675,2142,1
5676,2205,0.5
5676,5004,1
5680,4870,1
5681,658,0.5
5681,1730,0
5681,3076,0.5
5683,3244,0.5
5683,3536,1
5683,7285,1
5686,614,1
5686,4072,0
5709,1627,1
5709,7281,0
5718,3977,1
5718,5002,0
5723,7775,0.5
5737,3698,0
5737,5859,1
5778,936,1
5779,6903,1
5779,7344,1
5791,4273,0.5
5801,6933,0.5
5802,990,0
5802,6752,1
5810,2182,0
5810,6108,1
5822,4193,0
5826,1397,0.5
5826,1996,1
5826,2059,1
5826,4121,1
5839,2291,0.5
5847,5068,0.5
5850,2252,0
5850,3965,0
5854,3274,0.5
5856,3606,0.5
5856,4123,0.5
5856,5480,0
5859,1388,1
5865,2126,1
5865,5623,0.5
5866,2247,0
5866,2830,1
5866,3648,1
5866,6001,1
5868,3449,0
5868,6364,0
5868,7927,0.5
5870,3164,0
5875,5283,1
5878,3360,0.5
5899,4258,1
5905,675,1
5905,2481,0.5
5905,3433,1
5905,7618,1
5906,3913,1
5914,2318,0.5
5914,5709,0.5
5916,6421,0
5930,1213,0.5
5933,4019,0
5933,4249,1
5944,5327,0.5
5954,5422,1
5958,7421,1
5958,8374,0
5967,6402,1
5973,3902,0
5973,8343,1
5973,8388,0.5
5983,408,0.5
5983,5534,0
5983,7650,0.5
5995,4,0
5995,3965,1
5995,5850,0.5
5999,1615,0.5
6003,5916,0.5
6007,2433,0.5
6015,1273,0
6015,2059,1
6015,8084,0.5
6018,295,1
6018,1888,0.5
6018,2783,1
6018,6324,0.5
6018,6834,1
6038,664,0.5
6038,1248,1
6038,5333,0.5
6044,1756,0
6044,3274,0
6046,5905,0.5
6059,316,1
6059,1964,0.5
6059,6038,0.5
6061,7,1
6061,1591,0.5
6061,7199,0.5
6063,3057,0.5
6070,4655,1
6073,4121,0.5
6073,7321,0
6078,392,0
6078,5086,0
6078,5140,0
6089,1098,0.5
6089,5280,1
6090,2182,0
6090,7458,0.5
6096,3472,1
6096,4359,1
6096,6339,0.5
6099,3685,0.5
6099,6951,0.5
6099,7413,0.5
6099,7919,0.5
6099,7919,0.5
6099,8233,0.5
6111,2016,1
6129,3226,1
6131,5737,0
6161,6866,0
6166,3894,0.5
6166,8018,1
6167,895,0.5
6167,1253,0
6167,4155,0.5
6169,7802,0.5
6182,1856,0
6182,4241,1
6185,3858,1
6191,2579,0.5
6191,2700,0.5
6191,5999,0.5
6208,389,0.5
6208,3443,0
6212,5495,1
6233,638,0
6233,1613,0
6233,4908,0
6251,8451,0
6255,5593,1
6257,1031,0.5
6271,7328,0.5
6272,1585,0
6272,2035,0.5
6288,4175,1
6302,6806,0
6305,315,1
6310,2181,0.5
6310,4696,0
6319,6356,0
6324,256,1
6324,413,1
6324,876,1
6324,2956,0
6328,8479,1
6339,943,0.5
6339,1657,0.5
6339,1657,0.5
6339,2907,1
6339,3132,0.5
6339,3472,1
6343,2897,0.5
6345,5683,0.5
6356,3601,1
6364,7125,1
6364,7262,0
6364,7927,1
6382,1390,0.5
6388,7230,0
6391,5357,0.5
6392,990,1
6392,5802,0
6392,8344,0.5
6409,494,0
6409,6636,0.5
6410,7054,1
6421,6428,0.5
6421,6450,0
6428,5916,0.5
6428,6166,0
6434,75,1
6434,1917,0.5
6434,4279,0.5
6434,6701,0
6434,7805,0.5
6447,3164,0.5
6450,6166,0
6450,8018,0
6460,4950,0
6463,1678,0
6487,4870,1
6489,654,0
6506,1999,1
6506,4144,0
6531,4589,0
6531,6185,1
6532,4556,1
6543,4735,1
6551,4895,1
6569,7046,0
6569,7692,0.5
6583,2279,0.5
6583,3470,1
6583,4649,0.5
6586,3031,1
6590,4193,1
6593,1392,0.5
6593,2934,1
6593,6569,1
6594,951,0
6599,1209,1
6599,8177,0
6601,5779,1
6602,4523,1
6602,5531,0
6602,5779,1
6613,6750,0.5
6621,5930,1
6631,3258,1
6639,3744,0
6658,7421,1
6679,681,1
6679,2283,0
6686,7121,0.5
6688,3018,0.5
6688,6978,0.5
6691,4931,0.5
6691,6237,1
6693,1305,1
6693,2742,1
6693,3274,1
6693,6044,1
6701,2999,1
6701,4950,1
6701,6951,1
6704,6099,0
6709,2123,1
6709,8527,1
6723,6755,0.5
6729,5671,0.5
6738,3364,0
6738,6780,0.5
6738,7375,0.5
6750,653,0.5
6752,825,1
6752,1004,0
6752,6392,1
6752,8344,0
6755,2900,1
6755,4636,0
6760,5436,1
6760,7675,1
6778,436,0.5
6779,8112,0.5
6780,2095,0.5
6783,95,1
6784,3915,0
6790,1960,0.5
6790,4997,0
6798,275,1
6798,1357,0.5
6798,1713,1
6798,2134,1
6802,4170,1
6824,3122,1
6824,3320,1
6824,7554,0
6826,1067,0
6828,8061,1
6834,256,0
6834,295,0
6834,2956,1
